"","pclass","sex","age","age_group","sibsp","parch","familysize","fare","embarked","survived"
"359","3rd_class","Male",30,"Adult",0,0,0,7.75,"Queenstown","No"
"360","3rd_class","Female",30,"Adult",1,0,1,15.55,"Southampton","Yes"
"361","3rd_class","Male",14,"Teenage",8,2,10,69.55,"Southampton","No"
"362","2nd_class","Female",24,"Adult",1,1,2,37,"Cherbourg","Yes"
"363","2nd_class","Female",31,"Adult",0,0,0,21,"Southampton","Yes"
"364","3rd_class","Male",27,"Adult",0,0,0,8.66,"Southampton","No"
"365","1st_class","Female",25,"Adult",1,0,1,55.44,"Cherbourg","Yes"
"366","3rd_class","Female",28,"Adult",1,9,10,69.55,"Southampton","No"
"367","3rd_class","Male",28,"Adult",1,0,1,14.46,"Cherbourg","No"
"368","3rd_class","Female",22,"Adult",0,0,0,39.69,"Southampton","No"
"369","1st_class","Female",45,"Adult",0,1,1,59.4,"Cherbourg","Yes"
"370","2nd_class","Male",29,"Adult",0,0,0,13.86,"Cherbourg","No"
"371","2nd_class","Male",21,"Adult",1,0,1,11.5,"Southampton","No"
"372","1st_class","Female",31,"Adult",0,0,0,134.5,"Cherbourg","Yes"
"373","1st_class","Male",49,"Adult",0,0,0,0,"Southampton","No"
"374","2nd_class","Male",44,"Adult",0,0,0,13,"Southampton","No"
"375","1st_class","Female",54,"Adult",1,1,2,81.86,"Southampton","Yes"
"376","1st_class","Female",45,"Adult",0,0,0,262.38,"Cherbourg","Yes"
"377","3rd_class","Female",22,"Adult",2,0,2,8.66,"Southampton","No"
"378","2nd_class","Male",21,"Adult",0,0,0,11.5,"Southampton","No"
"379","1st_class","Male",55,"Adult",0,0,0,50,"Southampton","No"
"380","3rd_class","Male",5,"Kid",4,2,6,31.39,"Southampton","No"
"381","3rd_class","Male",30,"Adult",0,0,0,7.75,"Queenstown","No"
"382","3rd_class","Male",26,"Adult",0,0,0,7.88,"Queenstown","No"
"383","3rd_class","Female",29,"Adult",0,0,0,14.5,"Southampton","No"
"384","3rd_class","Female",19,"Teenage",1,0,1,16.1,"Southampton","Yes"
"385","2nd_class","Male",33,"Adult",0,0,0,12.88,"Southampton","No"
"386","2nd_class","Female",24,"Adult",1,2,3,65,"Southampton","Yes"
"387","3rd_class","Male",24,"Adult",0,0,0,7.78,"Southampton","No"
"388","2nd_class","Male",57,"Adult",0,0,0,13,"Southampton","No"
"389","3rd_class","Male",21,"Adult",0,0,0,7.75,"Queenstown","No"
"390","3rd_class","Male",6,"Kid",3,1,4,21.08,"Southampton","No"
"391","1st_class","Male",23,"Adult",0,0,0,93.5,"Southampton","No"
"392","1st_class","Female",51,"Adult",0,1,1,39.4,"Southampton","Yes"
"393","3rd_class","Male",13,"Teenage",0,2,2,20.25,"Southampton","No"
"394","2nd_class","Male",47,"Adult",0,0,0,10.5,"Southampton","No"
"395","3rd_class","Male",29,"Adult",3,1,4,22.02,"Southampton","No"
"396","1st_class","Female",18,"Teenage",1,0,1,60,"Southampton","Yes"
"397","3rd_class","Male",24,"Adult",0,0,0,7.25,"Queenstown","No"
"398","1st_class","Female",48,"Adult",1,1,2,79.2,"Cherbourg","Yes"
"399","3rd_class","Male",22,"Adult",0,0,0,7.78,"Southampton","No"
"400","3rd_class","Male",31,"Adult",0,0,0,7.73,"Queenstown","No"
"401","1st_class","Female",30,"Adult",0,0,0,164.87,"Southampton","Yes"
"402","2nd_class","Male",38,"Adult",1,0,1,21,"Southampton","No"
"403","1st_class","Female",22,"Adult",0,1,1,59.4,"Cherbourg","Yes"
"404","1st_class","Male",17,"Teenage",0,0,0,47.1,"Southampton","No"
"405","1st_class","Male",43,"Adult",1,0,1,27.72,"Cherbourg","Yes"
"406","2nd_class","Male",20,"Adult",0,0,0,13.86,"Cherbourg","No"
"407","2nd_class","Male",23,"Adult",1,0,1,10.5,"Southampton","No"
"408","1st_class","Male",50,"Adult",1,1,2,211.5,"Cherbourg","No"
"409","3rd_class","Female",23,"Adult",0,0,0,7.72,"Queenstown","Yes"
"410","3rd_class","Female",3,"Kid",1,1,2,13.78,"Southampton","Yes"
"411","3rd_class","Female",23,"Adult",0,0,0,7.75,"Queenstown","Yes"
"412","1st_class","Female",37,"Adult",1,0,1,90,"Queenstown","Yes"
"413","3rd_class","Female",28,"Adult",0,0,0,7.78,"Southampton","No"
"414","3rd_class","Male",28,"Adult",0,0,0,8.05,"Southampton","No"
"415","1st_class","Female",39,"Adult",0,0,0,108.9,"Cherbourg","Yes"
"416","3rd_class","Male",38,"Adult",0,0,0,7.25,"Southampton","No"
"417","3rd_class","Male",28,"Adult",0,0,0,8.05,"Southampton","No"
"418","3rd_class","Male",26,"Adult",1,1,2,22.36,"Cherbourg","No"
"419","3rd_class","Male",22,"Adult",1,0,1,7.25,"Southampton","No"
"420","1st_class","Female",38,"Adult",1,0,1,71.28,"Cherbourg","Yes"
"421","3rd_class","Female",26,"Adult",0,0,0,7.92,"Southampton","Yes"
"422","1st_class","Female",35,"Adult",1,0,1,53.1,"Southampton","Yes"
"423","3rd_class","Male",35,"Adult",0,0,0,8.05,"Southampton","No"
"424","3rd_class","Male",28,"Adult",0,0,0,8.46,"Queenstown","No"
"425","1st_class","Male",54,"Adult",0,0,0,51.86,"Southampton","No"
"426","3rd_class","Male",2,"Kid",3,1,4,21.08,"Southampton","No"
"427","3rd_class","Female",27,"Adult",0,2,2,11.13,"Southampton","Yes"
"428","2nd_class","Female",14,"Teenage",1,0,1,30.07,"Cherbourg","Yes"
"429","3rd_class","Female",4,"Kid",1,1,2,16.7,"Southampton","Yes"
"430","1st_class","Female",58,"Adult",0,0,0,26.55,"Southampton","Yes"
"431","3rd_class","Male",20,"Adult",0,0,0,8.05,"Southampton","No"
"432","3rd_class","Male",39,"Adult",1,5,6,31.27,"Southampton","No"
"433","3rd_class","Female",14,"Teenage",0,0,0,7.85,"Southampton","No"
"434","2nd_class","Female",55,"Adult",0,0,0,16,"Southampton","Yes"
"435","3rd_class","Male",2,"Kid",4,1,5,29.12,"Queenstown","No"
"436","2nd_class","Male",30,"Adult",0,0,0,13,"Southampton","Yes"
"437","3rd_class","Female",31,"Adult",1,0,1,18,"Southampton","No"
"438","3rd_class","Female",22,"Adult",0,0,0,7.22,"Cherbourg","Yes"
"439","2nd_class","Male",35,"Adult",0,0,0,26,"Southampton","No"
"440","2nd_class","Male",34,"Adult",0,0,0,13,"Southampton","Yes"
"441","3rd_class","Female",15,"Teenage",0,0,0,8.03,"Queenstown","Yes"
"442","1st_class","Male",28,"Adult",0,0,0,35.5,"Southampton","Yes"
"443","3rd_class","Female",8,"Kid",3,1,4,21.08,"Southampton","No"
"444","3rd_class","Female",38,"Adult",1,5,6,31.39,"Southampton","Yes"
"445","3rd_class","Male",30,"Adult",0,0,0,7.22,"Cherbourg","No"
"446","1st_class","Male",19,"Teenage",3,2,5,263,"Southampton","No"
"447","3rd_class","Female",24,"Adult",0,0,0,7.88,"Queenstown","Yes"
"448","3rd_class","Male",28,"Adult",0,0,0,7.9,"Southampton","No"
"449","1st_class","Male",40,"Adult",0,0,0,27.72,"Cherbourg","No"
"450","1st_class","Female",36,"Adult",1,0,1,146.52,"Cherbourg","Yes"
"451","3rd_class","Female",23,"Adult",0,0,0,7.75,"Queenstown","Yes"
"452","2nd_class","Male",66,"Elder",0,0,0,10.5,"Southampton","No"
"453","1st_class","Male",28,"Adult",1,0,1,82.17,"Cherbourg","No"
"454","1st_class","Male",42,"Adult",1,0,1,52,"Southampton","No"
"455","3rd_class","Male",23,"Adult",0,0,0,7.23,"Cherbourg","Yes"
"456","3rd_class","Male",21,"Adult",0,0,0,8.05,"Southampton","No"
"457","3rd_class","Female",18,"Teenage",2,0,2,18,"Southampton","No"
"458","3rd_class","Female",14,"Teenage",1,0,1,11.24,"Cherbourg","Yes"
"459","3rd_class","Female",40,"Adult",1,0,1,9.47,"Southampton","No"
"460","2nd_class","Female",27,"Adult",1,0,1,21,"Southampton","No"
"461","3rd_class","Male",28,"Adult",0,0,0,7.9,"Cherbourg","No"
"462","2nd_class","Female",3,"Kid",1,2,3,41.58,"Cherbourg","Yes"
"463","3rd_class","Female",19,"Teenage",0,0,0,7.88,"Queenstown","Yes"
"464","3rd_class","Male",28,"Adult",0,0,0,8.05,"Southampton","No"
"465","3rd_class","Male",28,"Adult",1,0,1,15.5,"Queenstown","No"
"466","3rd_class","Female",23,"Adult",0,0,0,7.75,"Queenstown","Yes"
"467","3rd_class","Male",28,"Adult",2,0,2,21.68,"Cherbourg","No"
"468","3rd_class","Female",18,"Teenage",1,0,1,17.8,"Southampton","No"
"469","3rd_class","Male",7,"Kid",4,1,5,39.69,"Southampton","No"
"470","3rd_class","Male",21,"Adult",0,0,0,7.8,"Southampton","No"
"471","1st_class","Female",49,"Adult",1,0,1,76.73,"Cherbourg","Yes"
"472","2nd_class","Female",29,"Adult",1,0,1,26,"Southampton","Yes"
"473","1st_class","Male",65,"Adult",0,1,1,61.98,"Cherbourg","No"
"474","1st_class","Male",42,"Adult",0,0,0,35.5,"Southampton","Yes"
"475","2nd_class","Female",21,"Adult",0,0,0,10.5,"Southampton","Yes"
"476","3rd_class","Male",28,"Adult",0,0,0,7.23,"Cherbourg","No"
"477","2nd_class","Female",5,"Kid",1,2,3,27.75,"Southampton","Yes"
"478","3rd_class","Male",11,"Kid",5,2,7,46.9,"Southampton","No"
"479","3rd_class","Male",22,"Adult",0,0,0,7.23,"Cherbourg","No"
"480","1st_class","Female",38,"Adult",0,0,0,80,"Southampton","Yes"
"481","1st_class","Male",45,"Adult",1,0,1,83.47,"Southampton","No"
"482","3rd_class","Male",4,"Kid",3,2,5,27.9,"Southampton","No"
"483","1st_class","Male",48,"Adult",0,0,0,27.72,"Cherbourg","No"
"484","3rd_class","Male",6,"Kid",1,1,2,15.25,"Cherbourg","Yes"
"485","2nd_class","Female",29,"Adult",0,0,0,10.5,"Southampton","Yes"
"486","3rd_class","Male",19,"Teenage",0,0,0,8.16,"Southampton","No"
"487","3rd_class","Female",17,"Teenage",4,2,6,7.92,"Southampton","Yes"
"488","3rd_class","Male",26,"Adult",2,0,2,8.66,"Southampton","No"
"489","2nd_class","Male",32,"Adult",0,0,0,10.5,"Southampton","No"
"490","3rd_class","Female",16,"Teenage",5,2,7,46.9,"Southampton","No"
"491","2nd_class","Male",21,"Adult",0,0,0,73.5,"Southampton","No"
"492","3rd_class","Male",26,"Adult",1,0,1,14.45,"Cherbourg","No"
"493","3rd_class","Male",32,"Adult",0,0,0,56.5,"Southampton","Yes"
"494","3rd_class","Male",25,"Adult",0,0,0,7.65,"Southampton","No"
"495","3rd_class","Male",28,"Adult",0,0,0,7.9,"Southampton","No"
"496","3rd_class","Male",28,"Adult",0,0,0,8.05,"Southampton","No"
"497","2nd_class","Male",1,"Kid",0,2,2,29,"Southampton","Yes"
"498","3rd_class","Female",30,"Adult",0,0,0,12.47,"Southampton","Yes"
"499","3rd_class","Male",22,"Adult",0,0,0,9,"Southampton","No"
"500","3rd_class","Male",29,"Adult",0,0,0,9.5,"Southampton","Yes"
"501","3rd_class","Female",24,"Adult",0,0,0,7.79,"Queenstown","Yes"
"502","1st_class","Male",28,"Adult",0,0,0,47.1,"Southampton","No"
"503","2nd_class","Female",17,"Teenage",0,0,0,10.5,"Southampton","Yes"
"504","3rd_class","Female",33,"Adult",3,0,3,15.85,"Southampton","Yes"
"505","3rd_class","Male",16,"Teenage",1,3,4,34.38,"Southampton","No"
"506","3rd_class","Male",28,"Adult",0,0,0,8.05,"Southampton","No"
"507","1st_class","Female",23,"Adult",3,2,5,263,"Southampton","Yes"
"508","3rd_class","Male",24,"Adult",0,0,0,8.05,"Southampton","No"
"509","3rd_class","Male",29,"Adult",0,0,0,8.05,"Southampton","No"
"510","3rd_class","Male",20,"Adult",0,0,0,7.85,"Southampton","No"
"511","1st_class","Male",46,"Adult",1,0,1,61.17,"Southampton","No"
"512","3rd_class","Male",26,"Adult",1,2,3,20.58,"Southampton","No"
"513","3rd_class","Male",59,"Adult",0,0,0,7.25,"Southampton","No"
"514","3rd_class","Male",28,"Adult",0,0,0,8.05,"Southampton","No"
"515","1st_class","Male",71,"Elder",0,0,0,34.65,"Cherbourg","No"
"516","1st_class","Male",23,"Adult",0,1,1,63.36,"Cherbourg","Yes"
"517","2nd_class","Female",34,"Adult",0,1,1,23,"Southampton","Yes"
"518","2nd_class","Male",34,"Adult",1,0,1,26,"Southampton","No"
"519","3rd_class","Female",28,"Adult",0,0,0,7.9,"Southampton","No"
"520","3rd_class","Male",28,"Adult",0,0,0,7.9,"Southampton","No"
"521","1st_class","Male",21,"Adult",0,1,1,77.29,"Southampton","No"
"522","3rd_class","Male",33,"Adult",0,0,0,8.65,"Southampton","No"
"523","3rd_class","Male",37,"Adult",2,0,2,7.92,"Southampton","No"
"524","3rd_class","Male",28,"Adult",0,0,0,7.9,"Southampton","No"
"525","3rd_class","Female",21,"Adult",0,0,0,7.65,"Southampton","Yes"
"526","3rd_class","Male",28,"Adult",0,0,0,7.78,"Southampton","Yes"
"527","3rd_class","Male",38,"Adult",0,0,0,7.9,"Southampton","No"
"528","3rd_class","Female",24,"Adult",1,0,1,24.15,"Queenstown","Yes"
"529","1st_class","Male",47,"Adult",0,0,0,52,"Southampton","No"
"530","3rd_class","Female",14,"Teenage",1,0,1,14.45,"Cherbourg","No"
"531","3rd_class","Male",22,"Adult",0,0,0,8.05,"Southampton","No"
"532","3rd_class","Female",20,"Adult",1,0,1,9.82,"Southampton","No"
"533","3rd_class","Female",17,"Teenage",0,0,0,14.46,"Cherbourg","No"
"534","3rd_class","Male",21,"Adult",0,0,0,7.92,"Southampton","No"
"535","3rd_class","Male",70,"Elder",0,0,0,7.75,"Queenstown","No"
"536","2nd_class","Male",29,"Adult",1,0,1,21,"Southampton","No"
"537","1st_class","Male",24,"Adult",0,1,1,247.52,"Cherbourg","No"
"538","3rd_class","Female",2,"Kid",4,2,6,31.27,"Southampton","No"
"539","2nd_class","Male",21,"Adult",2,0,2,73.5,"Southampton","No"
"540","3rd_class","Male",28,"Adult",0,0,0,8.05,"Southampton","No"
"541","2nd_class","Male",32,"Adult",1,0,1,30.07,"Cherbourg","No"
"542","2nd_class","Female",32,"Adult",0,0,0,13,"Southampton","Yes"
"543","1st_class","Male",54,"Adult",0,1,1,77.29,"Southampton","No"
"544","3rd_class","Male",12,"Kid",1,0,1,11.24,"Cherbourg","Yes"
"545","3rd_class","Male",30,"Adult",0,0,0,7.75,"Queenstown","No"
"546","3rd_class","Male",24,"Adult",0,0,0,7.14,"Southampton","Yes"
"547","3rd_class","Female",20,"Adult",1,1,2,22.36,"Cherbourg","Yes"
"548","3rd_class","Male",45,"Adult",0,0,0,6.97,"Southampton","No"
"549","3rd_class","Male",33,"Adult",0,0,0,7.9,"Cherbourg","No"
"550","3rd_class","Male",20,"Adult",0,0,0,7.05,"Southampton","No"
"551","3rd_class","Female",47,"Adult",1,0,1,14.5,"Southampton","No"
"552","2nd_class","Female",29,"Adult",1,0,1,26,"Southampton","Yes"
"553","2nd_class","Male",25,"Adult",0,0,0,13,"Southampton","No"
"554","2nd_class","Male",23,"Adult",0,0,0,15.05,"Cherbourg","No"
"555","1st_class","Female",19,"Teenage",0,2,2,26.28,"Southampton","Yes"
"556","1st_class","Male",37,"Adult",1,0,1,53.1,"Southampton","No"
"557","3rd_class","Male",16,"Teenage",0,0,0,9.22,"Southampton","No"
"558","1st_class","Male",24,"Adult",0,0,0,79.2,"Cherbourg","No"
"559","3rd_class","Female",29,"Adult",0,2,2,15.25,"Cherbourg","No"
"560","3rd_class","Female",22,"Adult",0,0,0,7.75,"Southampton","Yes"
"561","3rd_class","Female",24,"Adult",1,0,1,15.85,"Southampton","Yes"
"562","3rd_class","Male",19,"Teenage",0,0,0,6.75,"Queenstown","No"
"563","2nd_class","Male",18,"Teenage",0,0,0,11.5,"Southampton","No"
"564","2nd_class","Male",19,"Teenage",1,1,2,36.75,"Southampton","No"
"565","3rd_class","Male",27,"Adult",0,0,0,7.8,"Southampton","Yes"
"566","3rd_class","Female",9,"Kid",2,2,4,34.38,"Southampton","No"
"567","2nd_class","Male",36,"Adult",0,2,2,26,"Southampton","No"
"568","2nd_class","Male",42,"Adult",0,0,0,13,"Southampton","No"
"569","2nd_class","Male",51,"Adult",0,0,0,12.53,"Southampton","No"
"570","1st_class","Female",22,"Adult",1,0,1,66.6,"Southampton","Yes"
"571","3rd_class","Male",56,"Adult",0,0,0,8.05,"Southampton","No"
"572","3rd_class","Male",40,"Adult",0,2,2,14.5,"Southampton","No"
"573","3rd_class","Male",30,"Adult",0,0,0,7.31,"Southampton","No"
"574","1st_class","Male",51,"Adult",0,1,1,61.38,"Cherbourg","No"
"575","3rd_class","Female",16,"Teenage",0,0,0,7.73,"Queenstown","Yes"
"576","3rd_class","Male",30,"Adult",0,0,0,8.05,"Southampton","No"
"577","3rd_class","Male",28,"Adult",0,0,0,8.66,"Southampton","No"
"578","3rd_class","Male",8,"Kid",8,2,10,69.55,"Southampton","No"
"579","3rd_class","Male",44,"Adult",0,1,1,16.1,"Southampton","No"
"580","2nd_class","Female",40,"Adult",0,0,0,15.75,"Southampton","Yes"
"581","3rd_class","Male",26,"Adult",0,0,0,7.78,"Southampton","No"
"582","3rd_class","Male",17,"Teenage",0,0,0,8.66,"Southampton","No"
"583","3rd_class","Male",1,"Kid",4,1,5,39.69,"Southampton","No"
"584","3rd_class","Male",9,"Kid",0,2,2,20.52,"Southampton","Yes"
"585","1st_class","Female",37,"Adult",0,1,1,55,"Southampton","Yes"
"586","3rd_class","Female",45,"Adult",1,4,5,27.9,"Southampton","No"
"587","1st_class","Male",48,"Adult",0,0,0,25.92,"Southampton","No"
"588","3rd_class","Male",28,"Adult",0,0,0,56.5,"Southampton","No"
"589","1st_class","Male",61,"Adult",0,0,0,33.5,"Southampton","No"
"590","3rd_class","Male",4,"Kid",4,1,5,29.12,"Queenstown","No"
"591","3rd_class","Female",1,"Kid",1,1,2,11.13,"Southampton","Yes"
"592","3rd_class","Male",21,"Adult",0,0,0,7.92,"Southampton","No"
"593","1st_class","Male",56,"Adult",0,0,0,30.7,"Cherbourg","No"
"594","3rd_class","Male",18,"Teenage",1,1,2,7.85,"Southampton","No"
"595","3rd_class","Male",8,"Kid",3,1,4,25.47,"Southampton","No"
"596","1st_class","Female",50,"Adult",0,0,0,28.71,"Cherbourg","No"
"597","2nd_class","Male",30,"Adult",0,0,0,13,"Southampton","No"
"598","3rd_class","Male",36,"Adult",0,0,0,0,"Southampton","No"
"599","3rd_class","Female",8,"Kid",8,2,10,69.55,"Southampton","No"
"600","2nd_class","Male",33,"Adult",0,0,0,15.05,"Cherbourg","No"
"601","3rd_class","Male",9,"Kid",4,2,6,31.39,"Southampton","No"
"602","2nd_class","Male",1,"Kid",2,1,3,39,"Southampton","Yes"
"603","3rd_class","Female",4,"Kid",0,2,2,22.02,"Southampton","Yes"
"604","1st_class","Male",40,"Adult",0,0,0,50,"Southampton","No"
"605","3rd_class","Female",24,"Adult",1,0,1,15.5,"Queenstown","Yes"
"606","1st_class","Male",45,"Adult",0,0,0,26.55,"Southampton","Yes"
"607","3rd_class","Male",40,"Adult",1,1,2,15.5,"Queenstown","No"
"608","3rd_class","Male",36,"Adult",0,0,0,7.9,"Southampton","No"
"609","2nd_class","Female",32,"Adult",0,0,0,13,"Southampton","Yes"
"610","2nd_class","Male",19,"Teenage",0,0,0,13,"Southampton","No"
"611","3rd_class","Female",19,"Teenage",1,0,1,7.85,"Southampton","Yes"
"612","2nd_class","Male",3,"Kid",1,1,2,26,"Southampton","Yes"
"613","1st_class","Female",44,"Adult",0,0,0,27.72,"Cherbourg","Yes"
"614","1st_class","Female",58,"Adult",0,0,0,146.52,"Cherbourg","Yes"
"615","3rd_class","Male",30,"Adult",0,0,0,7.75,"Queenstown","No"
"616","3rd_class","Male",42,"Adult",0,1,1,8.4,"Southampton","No"
"617","3rd_class","Female",23,"Adult",0,0,0,7.75,"Queenstown","Yes"
"618","2nd_class","Female",24,"Adult",0,0,0,13,"Southampton","No"
"619","3rd_class","Male",28,"Adult",0,0,0,9.5,"Southampton","No"
"620","3rd_class","Male",8,"Kid",8,2,10,69.55,"Southampton","No"
"621","3rd_class","Male",34,"Adult",0,0,0,6.5,"Southampton","No"
"622","3rd_class","Male",46,"Adult",0,0,0,7.22,"Cherbourg","No"
"623","3rd_class","Male",18,"Teenage",0,0,0,8.05,"Southampton","Yes"
"624","3rd_class","Female",2,"Kid",0,1,1,10.46,"Southampton","No"
"625","3rd_class","Male",32,"Adult",1,0,1,15.85,"Southampton","No"
"626","3rd_class","Male",26,"Adult",0,0,0,18.79,"Cherbourg","Yes"
"627","3rd_class","Female",16,"Teenage",0,0,0,7.75,"Queenstown","Yes"
"628","1st_class","Male",40,"Adult",0,0,0,31,"Cherbourg","Yes"
"629","3rd_class","Male",24,"Adult",0,0,0,7.05,"Southampton","No"
"630","2nd_class","Female",35,"Adult",0,0,0,21,"Southampton","Yes"
"631","3rd_class","Male",22,"Adult",0,0,0,7.25,"Southampton","No"
"632","2nd_class","Male",30,"Adult",0,0,0,13,"Southampton","No"
"633","3rd_class","Male",30,"Adult",1,0,1,7.75,"Queenstown","No"
"634","1st_class","Female",31,"Adult",1,0,1,113.28,"Cherbourg","Yes"
"635","3rd_class","Female",27,"Adult",0,0,0,7.92,"Southampton","Yes"
"636","2nd_class","Male",42,"Adult",1,0,1,27,"Southampton","No"
"637","1st_class","Female",32,"Adult",0,0,0,76.29,"Cherbourg","Yes"
"638","2nd_class","Male",30,"Adult",0,0,0,10.5,"Southampton","No"
"639","3rd_class","Male",16,"Teenage",0,0,0,8.05,"Southampton","Yes"
"640","2nd_class","Male",27,"Adult",0,0,0,13,"Southampton","No"
"641","3rd_class","Male",51,"Adult",0,0,0,8.05,"Southampton","No"
"642","3rd_class","Male",28,"Adult",0,0,0,7.9,"Southampton","No"
"643","1st_class","Male",38,"Adult",1,0,1,90,"Southampton","Yes"
"644","3rd_class","Male",22,"Adult",0,0,0,9.35,"Southampton","No"
"645","2nd_class","Male",19,"Teenage",0,0,0,10.5,"Southampton","Yes"
"646","3rd_class","Male",20,"Adult",0,0,0,7.25,"Southampton","No"
"647","2nd_class","Male",18,"Teenage",0,0,0,13,"Southampton","No"
"648","3rd_class","Female",8,"Kid",3,1,4,25.47,"Southampton","No"
"649","1st_class","Female",35,"Adult",1,0,1,83.47,"Southampton","Yes"
"650","3rd_class","Male",29,"Adult",0,0,0,7.78,"Southampton","No"
"651","2nd_class","Male",59,"Adult",0,0,0,13.5,"Southampton","No"
"652","3rd_class","Female",5,"Kid",4,2,6,31.39,"Southampton","Yes"
"653","2nd_class","Male",24,"Adult",0,0,0,10.5,"Southampton","No"
"654","3rd_class","Female",30,"Adult",0,0,0,7.55,"Southampton","No"
"655","2nd_class","Male",44,"Adult",1,0,1,26,"Southampton","No"
"656","2nd_class","Female",8,"Kid",0,2,2,26.25,"Southampton","Yes"
"657","2nd_class","Male",19,"Teenage",0,0,0,10.5,"Southampton","No"
"658","2nd_class","Male",33,"Adult",0,0,0,12.28,"Southampton","No"
"659","3rd_class","Female",27,"Adult",1,0,1,14.45,"Cherbourg","No"
"660","3rd_class","Female",24,"Adult",1,0,1,15.5,"Queenstown","Yes"
"661","2nd_class","Male",29,"Adult",0,0,0,10.5,"Southampton","No"
"662","3rd_class","Male",22,"Adult",0,0,0,7.12,"Southampton","No"
"663","3rd_class","Male",30,"Adult",0,0,0,7.22,"Cherbourg","No"
"664","1st_class","Male",44,"Adult",2,0,2,90,"Queenstown","No"
"665","3rd_class","Female",25,"Adult",0,0,0,7.78,"Southampton","No"
"666","2nd_class","Female",24,"Adult",0,2,2,14.5,"Southampton","Yes"
"667","1st_class","Male",37,"Adult",1,1,2,52.55,"Southampton","Yes"
"668","2nd_class","Male",54,"Adult",1,0,1,26,"Southampton","No"
"669","3rd_class","Male",30,"Adult",0,0,0,7.25,"Southampton","No"
"670","3rd_class","Female",29,"Adult",1,1,2,10.46,"Southampton","No"
"671","1st_class","Male",62,"Adult",0,0,0,26.55,"Southampton","No"
"672","3rd_class","Male",30,"Adult",1,0,1,16.1,"Southampton","No"
"673","3rd_class","Female",41,"Adult",0,2,2,20.21,"Southampton","No"
"674","3rd_class","Female",29,"Adult",0,2,2,15.25,"Cherbourg","Yes"
"675","1st_class","Female",38,"Adult",0,0,0,79.2,"Cherbourg","Yes"
"676","1st_class","Female",30,"Adult",0,0,0,86.5,"Southampton","Yes"
"677","1st_class","Female",35,"Adult",0,0,0,512.33,"Cherbourg","Yes"
"678","2nd_class","Female",50,"Adult",0,1,1,26,"Southampton","Yes"
"679","3rd_class","Male",30,"Adult",0,0,0,7.75,"Queenstown","No"
"680","3rd_class","Male",3,"Kid",4,2,6,31.39,"Southampton","Yes"
"681","1st_class","Male",52,"Adult",1,1,2,79.65,"Southampton","No"
"682","1st_class","Male",40,"Adult",0,0,0,0,"Southampton","No"
"683","3rd_class","Female",29,"Adult",0,0,0,7.75,"Queenstown","No"
"684","2nd_class","Male",36,"Adult",0,0,0,10.5,"Southampton","No"
"685","3rd_class","Male",16,"Teenage",4,1,5,39.69,"Southampton","No"
"686","3rd_class","Male",25,"Adult",1,0,1,7.78,"Southampton","Yes"
"687","1st_class","Female",58,"Adult",0,1,1,153.46,"Southampton","Yes"
"688","1st_class","Female",35,"Adult",0,0,0,135.63,"Southampton","Yes"
"689","1st_class","Male",48,"Adult",0,0,0,31,"Southampton","No"
"690","3rd_class","Male",25,"Adult",0,0,0,0,"Southampton","Yes"
"691","2nd_class","Female",41,"Adult",0,1,1,19.5,"Southampton","Yes"
"692","1st_class","Male",37,"Adult",0,1,1,29.7,"Cherbourg","No"
"693","3rd_class","Female",23,"Adult",0,0,0,7.75,"Queenstown","Yes"
"694","1st_class","Female",63,"Adult",1,0,1,77.96,"Southampton","Yes"
"695","3rd_class","Female",45,"Adult",0,0,0,7.75,"Southampton","No"
"696","2nd_class","Male",33,"Adult",0,0,0,0,"Southampton","No"
"697","3rd_class","Male",7,"Kid",4,1,5,29.12,"Queenstown","No"
"698","3rd_class","Female",35,"Adult",1,1,2,20.25,"Southampton","Yes"
"699","3rd_class","Male",65,"Adult",0,0,0,7.75,"Queenstown","No"
"700","3rd_class","Male",28,"Adult",0,0,0,7.85,"Southampton","No"
"701","3rd_class","Male",16,"Teenage",0,0,0,9.5,"Southampton","No"
"702","3rd_class","Male",19,"Teenage",0,0,0,8.05,"Southampton","Yes"
"703","1st_class","Male",48,"Adult",0,0,0,26,"Southampton","No"
"704","3rd_class","Male",33,"Adult",0,0,0,8.66,"Cherbourg","No"
"705","3rd_class","Male",30,"Adult",0,0,0,9.5,"Southampton","Yes"
"706","3rd_class","Male",22,"Adult",0,0,0,7.9,"Southampton","No"
"707","2nd_class","Male",42,"Adult",0,0,0,13,"Southampton","Yes"
"708","3rd_class","Female",22,"Adult",0,0,0,7.75,"Queenstown","Yes"
"709","1st_class","Female",26,"Adult",0,0,0,78.85,"Southampton","Yes"
"710","1st_class","Female",19,"Teenage",1,0,1,91.08,"Cherbourg","Yes"
"711","2nd_class","Male",36,"Adult",0,0,0,12.88,"Cherbourg","No"
"712","3rd_class","Female",24,"Adult",0,0,0,8.85,"Southampton","No"
"713","3rd_class","Male",24,"Adult",0,0,0,7.9,"Southampton","No"
"714","1st_class","Male",48,"Adult",0,0,0,27.72,"Cherbourg","No"
"715","3rd_class","Male",24,"Adult",0,0,0,7.23,"Cherbourg","No"
"716","1st_class","Female",2,"Kid",1,2,3,151.55,"Southampton","No"
"717","1st_class","Male",43,"Adult",0,0,0,30.5,"Southampton","Yes"
"718","1st_class","Female",50,"Adult",0,1,1,247.52,"Cherbourg","Yes"
